text,label
不是[ch-1]还能是谁？,4
难道不是吗？,4
[ch-0]大人和[ch-1]担心，,0
其实不足为虑！,13
此宝，,0
不过是我以前常用的一个小宝物，,0
算不得什么。,13
我要办正事，,0
你若想来，,14
便一起，,15
若是不想来，,14
就回[ch-0]那里去，,15
好生藏好，,5
省得被我波及，,0
平白让她忧心。,0
大学毕业，,0
生活不顺的[ch-0]，,0
突然交到了一个女朋友，,0
然而这个女友有些古怪，,14
只在晚上和他见面。,15
问过了，,0
都是沿海一带的村民，,0
家里条件贫穷，,0
每年靠替人出海捕鱼为生，,0
因为贫穷，,14
很多人到了年纪都没娶妻，,15
大多没什么见识，,0
有力气，,0
有出海的经验，,0
却没什么心机。,13
停！,7
我们尚未走出太阳系。,0
好啊，,12
娘等着那天。,8
既然这样，,14
我们就分成7组,15
上次来听得大官人喜好射猎，,0
正好我也好此道，,0
今日弓马齐全而来，,0
正是来邀大官人午后荒野奔马围猎，,15
不知大官人得不得空闲？,3
我需要有人定期进去，,0
帮我清理饿鬼。,0
来了啊,0
恩，,12
关系不好，,0
我和他早晚会离婚。,8
嗯。,12
茶水有没有的无所谓，,14
我只是来讨债的。,15
这不比让你偷偷拿回去卖掉，,13
强之百倍吗？,4
一边去,0
嘿，,1
伙计，,1
这是直播，,0
你确定吗？,3
也可以叫我仙仙。,0
四哥身子好了？,3
怎么不住如意苑了？,3
那边离着[ch-2]近一点。,0
也好照应。,0
唉，,2
好，,12
好，,12
好，,12
关键时刻，,0
还得看我们民间高手！,2
有人已经说出了我的想法。,0
没错，,0
就是电子信息行业，,0
当然说是互联网行业也不算错。,14
当然，,14
你们不要以为我是因为得了图灵奖，,13
才特意鼓吹这一行业，,15
而是因为它确确实实在不断改变我们的生活，,14
而且改变的速度远超之前的任何一个行业,15
四太子与[ch-1]将军以为如何？,3
虽然我还不知道你跟皇帝之间究竟是怎么回事，,14
但是[ch-0]，,15
请你相信我，,6
这世上能伤害到我的人，,0
暂时还没有出生。,0
如果你是担心我，,14
大可没必要。,15
不会吧？,4
[ch-0]将军，,1
此次调兵回咸阳，,0
辛苦了。,0
匈奴那边最近可还消停？,3
等一等，,0
这件事不对劲。,0
以色列人啊，,0
你要听！,7
耶和华是我们的上帝是独一的主。,0
你要尽心、尽性、尽力爱耶和华你的上帝。,5
我今日所吩咐你的话都要记在心上，,5
也要殷勤教训你的儿女，,5
无论你坐在家里，,14
行在路上，,0
躺下，,0
起来，,0
都要谈论；,5
也要系在手上为记号，,5
戴在,0
好了，,12
不说这么多了，,13
都是一些不开心的事情，,0
来，,5
吃烧烤吧！,5
是。,11
虽然我知道自己长得不好看嘛，,14
也没啥钱，,13
空有一身武力，,0
头脑简单，,0
但是我保证，,15
从今以后有我在的一天，,14
就没有人能欺负你。,13
哦，,2
原来是[ch-1]先生啊，,2
记起来了，,0
你们这是？,3
你十五年后，,0
再考虑孙子的问题。,0
知道。,11
多谢[ch-0]提醒了。,0
哦对了[ch-1]，,1
他们说[ch-0]和[ch-2]的比武视频，,0
有录制下来。,0
啪啪啪,0
他没事了。,0
他是不是认识[ch-1]世子妃？,4
[ch-0]。,1
东方哥哥,1
[ch-1]兄，,1
你似乎还不明白案子的严重性，,10
有人在城内大开杀戒，,0
上百条人命，,0
还杀了两名城卫，,0
任何牵涉到的疑点你觉得[ch-0]为何进入[ch-1]氏的事不交代清楚能过得去吗,4
你认识城主也不是一天两天了，,0
这个时候隐瞒不合适吧？,4
让大叔担心了，,0
那天我哥来保护我了，,0
所以。,14
真没见过啊，,13
第一次见面。,0
七岁儿童未老先称阁老，,0
三旬叔父无才却作秀才,0
你才知道啊！,2
是！,11
我需要骑术么？,3
我骑马儿的时候它们不知道有多乖,0
不过，,14
他是有办法恢复的，,15
至于那只小鲲鲨,14
陌陌，,1
和我回去,7
客官要买盐还是买茶？,3
会直接冻炸成碎片，,0
所以本座为它起名为碎空门。,15
算了，,2
闹到领导身边不好看，,0
不就是买个钢笔吗？,4
是。,11
不用，,13
吃不饱的话，,14
咱们一会儿再去吃酸汤饺子。,9
是的！,11
好。,12
他妈妈更是幼儿园的股东，,0
手里还握着其他贵族学校的股份，,0
想要特权，,0
这身份呢，,0
我先跟你说明了，,14
再说说事实，,15
你好好问问你女儿，,7
是不是她先在课堂上拿铅笔盒砸人的？,3
[ch-0]也不错。,0
[ch-0]啊，,1
回去以后记得详细的把这次的事情用书面的形式打出来，,7
我们还有很多不明白的细节需要研究。,0
这几天你也辛苦了，,0
你就这周内给我吧。,7
我的手机。,0
诶，,1
是[ch-0]啊，,1
您今个在酒吧玩的怎么样？,3
怎么，,3
我说话就不认识我了？,4
怎么了？,3
不是瞧不起你，,13
只想问你，,14
我若是修为上超过了你，,14
又如何？,3
这是我做的。,0
好，,12
现在就过去吧！,9
哦对了，,1
这是我的一个朋友，,0
麻烦你好好招待一下她。,7
哈哈哈,0
是。,11
这。,0
拳武协会的文件是不是你临时捏造的？,4
你是？,3
好，,12
卖给夫人，,0
但不用二十两那么多，,15
按照正常价格就可。,0
原来是为了这个。,0
不过我问过[ch-0]了，,14
他好像不赞同离婚啊。,13
他不赞同，,13
就说明他不认为这段婚姻该结束。,13
[ch-2]啊,2
老爷子，,1
他们在外面等着。,0
没事，,0
我们明天再吃饺子，,9
今天可以吃面条。,9
看来，,0
大兄似乎遇到了什么难处。,10
不如说出来听听，,9
或许我能出手相助一二？,4
你们是一个孤儿院长大的？,3
[ch-0]，,1
我们这边听从你的建议尽量的布置各种防御阵法，,0
能抵挡巅峰大宗师攻击的防御阵法就布置了一百三十五层，,0
加上其他手段，,0
应该没有问题了,10
她在那里，,0
你直接把她带走吧。,9
只能沿途去查她们留下的记号。,15
哈哈。,0
不饿！,13
我我脑子有坑。,0
朕想做个统一天下的霸主，,0
让后世史书上都记下朕的功绩，,0
让天下万万民都臣服在朕的脚下，,0
所以,14
[ch-0]先生，,1
我刚才还说了关节炎和神经压迫的问题。,0
不是答应了，,3
和大叔你一起找工作的吗？,4
走啊，,2
一起去游乐场吧,9
从你们踏入这座冰棺内，,0
嗅到这里的神香，,0
发现了这里石池中的神乳时，,0
诅咒者挑选就开始了。,0
阿姨，,1
[ch-2]没多大事，,0
就是让人打了一拳，,0
现在我送他去医院。,9
行！,12
总归[ch-3]不能姓[ch-0]，,13
即是君家愿意叫你带子入门，,14
那[ch-3]姓什么都是小事了，,0
反正你们母子不用分开就成。,15
真的是老夫人所为么？,3
我说过，,0
道歉，,0
你犯了错，,0
就该道歉！,15
他的眼睛不大，,0
稍显细长,0
我知道你，,0
你是妖怪养大的。,0
所以才会让您看书？,4
至于[ch-1]他的话听听就行了，,14
还是躲着点儿好。,9
回姑娘的话，,0
那人是兵部左侍郎[ch-0]的妻子，,0
[ch-2]夫人。,0
那我们就拭目以待吧！,9
你们叫我一声[ch-0]，,0
我便不能亏待你们，,13
我放话在这，,0
这酒吧里其他的女人，,0
只要你们能看上，,14
我[ch-1]一句话就让她乖乖到你们房间等着，,0
全场美女，,0
随你们挑。,0
那好吧！,2
总裁你没事吧,0
你回去告诉家里，,7
我去白善家了。,0
怎么了？,3
啊，,2
没有，,13
原来是保洁员啊，,2
我知道了，,0
先走了啊拜拜！,0
好，,12
给你三分钟时间，,7
把你能叫到的人都给我叫来，,7
如若不然，,14
今晚你走不了。,15
[ch-1]啊，,1
你要记住，,5
这个世界上越是没见识的人越喜欢用自己的思维去固定一件事情，,0
在我们自己没有得出结论之前，,14
千万不要信任何人的话。,13
这前面都是凑数的，,0
我们学校吹奏部也就是这个水平。,0
后面的人水平要高一点，,0
和你一个水平的，,0
大概有三个人。,10
现在外面那些东六域的家主都在候着，,0
他们的下场全凭你一句话，,0
你想怎么办啊？,3
将繁星送去哪户人家，,3
由我亲自来挑选。,0
[ch-0]先生，,1
这这问题恐怕不妥，,10
没有证据的指控，,0
这是诽谤。,0
他应该有魂导器，,10
爆炸后瞬间，,0
产生了无数的寒雾，,0
遮盖了视线，,0
弥漫整个擂台，,0
他随时可以重新带上去他的计划连这点细节都能算到！,2
你是。,3
随即选取。,0
那父母都牵着你的手一起走如何？,3
未将此次来上海亦有顺带巡视南大洋的任务，,0
带有三十多条战船，,0
[ch-0]若是急于成行，,14
不妨与未将一道南下，,15
在嘉禾里（今厦门，,0
福建水师提督府所在地）盘恒数日，,0
挑选战船、士卒，,0
再顺道南下广州。,0
皇上，,1
微臣暂时不考虑这件事。,13
以前我最怕我爹考我算术，,0
后来，,0
我爹教了我一种速算法，,0
有二十六句口诀，,0
由高位算起，,0
再配合指算，,0
不用算盘，,13
看一眼就能算出答案。,0
你要是想学，,14
我可以教你。,15
姐，,1
您的孩子现在也在您身边吗？,3
他应该很孝顺吧？,3
奴才不想，,13
奴才想长久伺候主子呢。,0
我们怎么办？,3
哦，,2
[ch-0]啊。,2
唱《黄土高坡》的都打扮得珠光宝气，,0
演[ch-0]的卸了妆一点都不悲惨，,0
听说她还想嫁个大款这说明了一个真理，,0
别人的痛苦才是你艺术的源泉，,0
而你去受苦，,14
只会成为别人的艺术源泉。,15
跟着我出门，,0
哪有让你给钱的道理？,4
我也不清楚，,13
明日，,0
自会有人来和我说。,15
多谢先生提醒了，,0
既然如此，,14
我姐妹的身家性命便拜托给先生了！,15
那就是你们的事情了，,0
好了，,12
20分钟，,0
计时开始。,0
连[ch-1]都不曾见过哦不，,13
连我自己都不曾见过。,13
就像你说的，,14
两眼一抹黑，,0
只能等死，,15
我们得想办法，,0
把此事的来龙去脉弄清楚了，,0
才敢说有对策。,15
第二。,0
是吗，,3
我在门口买的。,0
孤跟你说真的，,0
既然你师父已经默认了孤与你单独在一起，,14
那便是不反对了，,15
孤明日就下聘提亲,15
呵，,1
你开玩笑吧！,4
[ch-1]？,3
我不怎么了解，,13
不过[ch-0]一定知道。,15
其实是我是皇上的人,0
那[ch-0]的伤情你很了解了？,3
[ch-1]，,1
来过来过来。,0
先让那些回去，,7
其余人分开找！,7
什么事啊？,3
是，,0
一支是卫冕冠军，,0
一支获得开赛之后的四连胜，,0
这的确不好预判，,13
但这场比赛同样吸引人的地方，,15
是在这场比赛之外，,14
两个人中的一个已经准备好要穿上[ch-0]的秘密内衣了。,0
您知道吗，,3
我们在这边这么小声的说话他都能听得到。,0
对了，,12
你今天怎么有空来作坊里，,3
不会是有什么事情吧？,3
我们不应该这么早出去,13
[ch-0]，,1
盯着他，,7
把他的照片打印出来，,7
发给我们的卧底特工，,7
让卧底特工在假巴洛下飞机时，,0
在他们从撤退路线上现身，,0
但是,15
是。,11
是的[ch-1]，,11
就是她！,2
我家里那边最近有打电话吗？,3
是我那个时间点的月亮。,0
你就是[ch-0]吧！,2
假如我没猜错。,14
爸。,1
是大能。,0
听说他近期在筹备开一家娱乐公司，,0
他一个房地产商进军影视市场，,0
不用猜就知道是为了谁。,13
他应该有联系过你吧？,3
[ch-0]，,1
呆这干嘛，,4
进去吧，,7
我刚输了，,0
帮我赢两把回来。,7
谢谢，,0
啊对了，,0
刚刚那走出去的是,0
你没有听错，,13
[ch-1]就是说要脱离奴籍！,2
在去[ch-0]家的那天，,0
你可有听到什么奇怪的话。,4
哦对了，,2
你是叫[ch-2]吧！,3
麻烦你帮我招呼一下我这位朋友，,7
我马上回来。,0
你想把[ch-2]战死的消息告诉他的妻儿是吗？,4
[ch-0]在医院还总说手机不见了。,13
是。,11
是的，,11
但是只参与一个。,15
这茶水已经冷了，,0
帮我弄杯热的来！,7
我奉劝你一句，,0
凡事最好讲道理，,0
并不是谁有钱谁就是大爷，,13
谁就是规矩，,0
另外，,14
在你对我动手之前，,0
我建议你先请示一下这里的管家，,5
你问问他。,5
明白么！,4
不需要。,13
我当然不会让恶人逍遥法外，,13
只是要告诉你，,14
相比起惩戒，,14
最重要的是保护，,15
让世界变得更好。,15
原[ch-0]家与君相公家订了亲事，,0
只是[ch-0]大爷一去，,14
君相公就反悔了，,15
刚刚两家退了亲，,0
[ch-0]家虽然有钱，,14
可到底君相公势大，,15
他们家很怕君相公报复，,0
正想找个依靠呢，,2
在我看来,0
阁主好好休息吧，,5
我就不打扰了。,13
至于九微我觉得惩罚是可以有的，,14
就让他在外面跪上半日，,15
好好反省反省，,9
阁主觉得如何？,3
第二十二个，,0
好家伙，,2
压轴啊！,2
干屎不是这么用的。,13
看到你们的样子，,0
我就知道有问题。,0
你们到底是怎么从力特教手里逃出来的？,3
没想到[ch-0]夫人这般贪心。,13
大叔。,1
九岁的时候吧！,2
我知道。,0
奶奶奶奶，,1
慢一点啊！,2
我知道了，,0
这件事情呢我会给你一个交代！,8
你们等等！,7
再加点儿根进去。,5
噗！,2
不出去，,13
谁来喊也不出去。,13
要去贺兰山？,3
我早就听说过贺兰山的大名，,0
可是从没有去过，,13
要不然咱们先准备准备，,9
明天在出发？,3
爸爸，,1
妈妈，,1
您们好。,0
换一个婢女。,7
好的[ch-1]先生，,12
听您的吩咐，,0
是想要他们一条腿，,0
还是什么呀？,3
别怪二叔我没提醒你啊，,7
如果老爷子知道因为若若打人，,14
丢失了[ch-0]这样的大客户，,15
你觉得他老人家会怎么做呀？,4
我父皇之诚意，,0
绝对没有丝毫其他想法。,13
殿下若是愿意，,1
可派人进城去见我父皇详谈，,15
我可留在此处为质。,0
待得事情谈妥，,14
再回城里去。,7
我不认识。,13
要去军营训练？,3
我马上给你把行程排开！,8
这不重要，,13
重要的是把你带在身边，,0
我贼有安全感，,0
安全感你懂吗？,3
能让一个女生产生安全感，,0
这绝对是对于一个男生最高的荣誉。,0
喂。,1
哎，,1
好嘞！,12
冷静，,7
少喝点。,7
我来守着就可以了，,9
你也去吃点吧。,9
[ch-1]？,3
你知道这些才多少钱吗？,3
支持这个[ch-3]倒是不难，,13
只不过我担心万一[ch-3]夺位失败，,14
最后波斯还是被那个[ch-2]掌权，,15
恐怕这个[ch-2]会对咱们[ch-1]心怀不满，,10
从而影响到现在两国的关系。,15
你是怎么做出这种判断的呢？,4
她妹妹和我妹妹是朋友，,0
放假的时候经常跑到我家来玩。,0
行。,12
真正的大小姐，,0
就应该是这个样子，,15
又萌又凶。,0
你别忘了，,7
这几年你在狼牙的档案都会被封为绝密，,0
除了安保集团，,0
你无处可去啊。,13
我没有生你的气,13
这倒是没说，,13
不过明城中学和实验中学的第一名已经确定了，,14
两个人成绩还一样，,0
是其他学校的黑马？,3
你似乎改了名字？,3
我有钱，,0
所以娘，,14
你答应让大头他们跟着我去京城了是吗？,3
来要钱是吧，,10
你们运气真不错，,0
我二哥不在家。,0
火箭队的这一套进攻战术很新颖，,14
但是他们四连胜的对手里面，,15
有三支实力都不高，,13
唯一的一支掘金队，,0
还输在措手不及，,0
热火队虽然开局不佳，,13
但毕竟上赛季夺冠阵容没变，,15
加上火箭队的战术慢慢被摸透，,14
所以我更看好热火队。,15
好，,12
加入！,2
我们两个一起加入，,9
怎么样？,3
这绝对不是你的错觉！,13
不，,13
不，,13
我站着酒可以了，,0
我先自我介绍一下，,0
我是本地枪手组织的首领[ch-0]，,0
这次是亲自向[ch-1]先生负荆请罪（汉语）的！,2
摄政王莫恼，,5
朕朕也不知这是怎么一回事，,13
朕朕不会逃避责任，,13
朕会给摄政王，,8
给公主一个交待,8
好说，,0
这样，,0
我们赌一次怎么样？,3
没什么。,13
可惜，,14
黄花菜都凉了。,0
哈哈，,0
[ch-0]，,1
你自甘堕落，,0
投效于[ch-1]，,0
却来看看他们护着你吗？,4
我自己逛逛就行。,9
[ch-0]，,1
原来你对我还是很情深意重的，,0
要不然也不会对我这么熟悉,13
上次许你们的股份，,0
我和干娘商量过了。,0
大叔。,1
[ch-2]姑娘不必多礼，,5
快请坐吧。,5
昨天的车祸真相如何？,3
论家世，,0
[ch-1]家与我们[ch-0]家不相上下，,0
还能互相补足！,2
老婆，,1
你不生气？,3
虽然我希望火箭队能赢，,14
但是我想赛季第一次交锋，,15
[ch-0]会取胜。,10
我身边真的没有什么合适的。,13
你这孩子说什么呢，,4
什么冲突？,4
我去登门道谢啊！,2
大叔啊，,1
你是不是不喜欢看电影啊，,3
没事的，,0
要不我们明天去美食街吧！,9
南临市内，,0
拥有灵力的人不少吧，,10
为什么你们三十六局人数并不多呢？,3
是没有邀请他们加入，,3
还是他们拒绝了？,3
有件事情交给你去办。,7
我并不是真的要离开石村，,13
而只是去完成[ch-0]交代下的一次磨砺，,15
想出去转一圈，,0
很快还会回来的。,0
你自己看。,7
到了就知道了。,0
话说[ch-0]到底是谁，,3
怎么我光是耳熟，,4
但就是想不出来？,3
他连男性朋友都没，,0
性取向应该是女吧，,10
也没有问题。,13
[ch-1]先生真贴心。,2
不过，,14
您放心，,8
就算您不叮嘱，,14
[ch-0]小姐的照片我也一样会好好处理。,8
[ch-1]先生还有事吗？,3
如果没有其他事，,14
我先走了。,9
少爷，,1
我和你一起去,9
你好你好！,1
是啊，,12
正所谓，,14
站得高，,0
看得远，,0
只要站得够高，,14
地上的人便变成了蚂蚁般大小，,15
而老师飞到了天上，,14
自然就能把整个大地看在眼里，,15
而此时的大地就变成了一颗球状，,14
所以臣称它为地球。,15
实在没有精力跟[ch-0]谈，,13
咱们还是改日再说吧。,9
再喝一口汤，,5
看可好些？,3
就是昨晚说的常温超导材料的事情，,0
我请示了领导，,0
决定明天上午派几位专家到你们公司考察一下，,0
确定材料的性能。,0
然后再说其他的。,9
这。,0
以前在学校认识她的时候，,0
她也不是这样。,13
听说后来家里出了些变故，,0
整个人就变得不一样了。,0
我问她你去哪了，,0
她说大晚上离开了，,0
我还以为是她在骗我。,0
[ch-1]老师单身还是？,3
好，,12
你带陛下走，,7
但是我必须跟着，,15
你放心，,8
我不会带很多人，,13
等到了安全的地方，,0
你把陛下还给我，,7
我让你走！,9
除此之外都免谈，,13
若是陛下有个好歹，,14
大不了我[ch-0]以死谢罪！,15
没事，,0
现在还给你们，,0
手机就在袋子里。,0
不了，,13
我对这些比赛没什么兴趣。,13
你又不是不知道，,13
我就一正团级干部，,0
哪能影响到地方啊。,4
你先给我说说到底是啥配方，,7
我给领导汇报一下，,9
只要上面领导拍板，,14
要进去一个人还不容易？,4
那件事情上[ch-1]本就脱不了干系。,13
不对啊，,13
今早[ch-0]医生给我们安排了103病床。,0
我不需要车，,13
谢谢。,0
上次我们一起过来的山洞，,0
你还记得吧，,3
把衣服带上，,7
再带一些面包和水，,7
过来这里。,7
是，,11
[ch-2]先生。,1
家主！,1
如果只你我一人有所觉，,14
还能说是错觉。,15
可现在，,14
你我都感觉到了,0
他有自己的事情要做，,0
总要给他一点时间适应新的身份，,9
啊，,2
对了，,0
在他回京之前，,0
不要让[ch-2]的身份外泄，,13
不要让人知道，,13
他是[ch-0]家的[ch-1]太子！,2
她不知道我是男性，,13
你记得不要告诉她。,13
这还是主人考虑得周到全面。,0
[ch-0]先生，,1
你听明白了吗？,3
好，,12
我答应你，,8
在你回来之前，,0
整个江城市，,0
没有人能动你大哥一根汗毛。,13
魔焰滔天，,0
道消魔长，,0
既然他来了，,14
我们就离去，,15
潮涨潮落、云起云落，,0
此乃自然之道。,0
大哥。,1
我卖我的药，,0
是我的事，,0
和你没什么关系吧！,13
我从不在意军衔这些虚名，,13
只是你父母要我在部队做出一番成绩才能准允我们正式举办婚礼，,14
这次我若回去受到处罚，,14
恐怕还要让你再等上几年,10
我知道。,0
你就是[ch-0]吧！,2
在他的带领下人们开始向这些感染者发动反击，,0
这些变异的感染者节节败退，,0
被一举赶到了极北之地，,0
他又带领大家在极北之地和冷山高原之间建起了冰雪长城，,0
将那些感染者阻挡在外。,0
就在大家准备享受和平之际，,0
这位超能者突然神智错乱，,0
他也受到了感染，,0
他对昔日,0
开始！,2
加成有什么用？,3
诶。,2
好的[ch-0]先生，,1
您慢走啊。,5
先生说了，,0
他已经没什么东西可教我了，,0
剩下的就要靠我自己去积累经验，,0
以及我在造船方面的悟性了，,0
而且今天比平时凉快了一些，,14
所以我就和[ch-1]姐姐一起出来转一转！,15
梦见什么梦见？,3
我[ch-0]活到现在，,0
还从来没有给人下跪过。,13
听不懂人话啊，,0
去泡一杯茶，,7
人家大老远来这一趟，,0
难不成茶水都不给喝一口啊？,4
[ch-0]哥，,1
别愣着了，,7
赶紧动手啊，,7
这种小偷让他开口都是给酒吧制造噪音。,0
怎么，,3
[ch-0]老师还想给她求情吗？,3
早些睡，,5
不多休息的话有你小子好受的！,7
我们不需要，,13
请走开,7
将不会有任何势力能够选择独善其身！,13
要么被毁灭！,2
要么被收编！,2
大楚国是怎么来的？,3
就是被他们逼的！,2
否则的话，,14
我楚家山庄远离俗世，,0
那里景色优美灵气充足，,0
何必要趟进这趟浑水？,4
耳旁风是不是？,3
如果还有下次，,14
你自己引咎辞职吧！,5
记住，,7
他是我们华美集团的贵客。,0
怎的说出这种丧气话？,4
我的确是个普通人，,0
但不代表普通人就该受到不公平的待遇！,13
他身上有重大嫌疑您不知道吗！,4
少装蒜。,7
看来要打一顿才能想起来啊！,2
转回正题，,7
你是铁了心要娶她？,3
可不就号丧呢，,14
我一个寡妇，,0
男人死了没一个月家都没偷光了，,0
你说是不是欺负我们周家没人了？,3
赶紧让[ch-2]去喊警察来！,7
我来领教一下阁下的功夫，,9
口出狂言，,0
是要付出代价的！,2
撤！,7
你最好给我想办法拒绝了。,7
放开。,7
你们信两个黄口小儿带来的东西？,4
别以为有[ch-2]帮着你，,14
你就可以无法无天了，,15
我就不信我和[ch-0]加起来，,13
还没办法把你弄死。,13
你的实力还不足以独战一位魔帝，,0
莫要太过逞强，,5
知道你这一次是过来代替那位道子出战求死的，,0
但好歹让自己死的更有价值一些,15
用不着！,13
你们希望[ch-1]愉悦的退学继续浪荡，,3
还是想让她上门给你们道歉，,3
并且以后在学园夹着尾巴做人？,3
道歉？,3
你要护着的这名服务员，,0
给我们送毒酒，,0
我要个说法，,9
有问题吗？,3
我今天会让那两个女人向嫂子跪下道歉！,8
我父母呢，,0
为什么是这个女人在这，,4
把她赶走，,7
我不想看到她。,13
大叔叔，,1
这是女孩子的房间，,0
妈妈说男人不能随便进女孩子的房间，,0
要先敲门才行？,5
老爷子，,1
大嫂叫你一声爷爷，,0
那是把你当作亲人，,0
血缘关系可不是嘴上说断就能断的，,13
好歹这些年大嫂也帮[ch-1]家挣了不少利益吧！,2
明明到明年2月才到期，,0
为什么现在就提醒我宽带欠费了。,4
能否给个解释。,3
带下去，,7
打五十大板,7
你以为这世界上不公平的只有你一个人啊？,4
哼，,2
西伯侯乃是真正的大贤，,0
未来的文道圣人，,0
堪比道君的存在，,0
岂是你这个亡国之君可以污蔑的！,4
你故意来的吧？,3
什么公平的待遇啊？,3
勾结的是宁城罪恶集团头号逃犯[ch-0]！,2
祸从口出你不知道啊！,2
看来你是不打算选择我给你的第一条路了。,2
脑子呢。,0
另外，,14
把这条视频给我好好存储起来，,7
[ch-1]想毁灭证据，,0
休想，,13
给拳武协会的[ch-0]打个电话，,7
给我好好问问他，,7
做人可别忘本。,7
不合适你还穿这件？,3
行了！,2
谁抓住这小子，,0
赏银五百两。,8
弟弟我一定为你讨回公道！,8
[ch-0]的确和我没认识几天，,14
但公道自在人心，,15
喜欢一个人，,0
难道就要受到不公平的待遇吗，,4
被当作废狗一样的殴打吗？,4
你身为大哥，,0
难道忘记了我三天前跟你说的话了啊？,4
你给我小声点儿，,7
这话要是让别人听见，,14
小心让你吃不了兜着走。,15
我是谁不重要，,13
重要的是你和你的朋友惹怒了我[ch-0]家族最尊贵的朋友，,0
我宣布，,0
今夜你们将无法站着离开这里。,0
另外[ch-0]，,14
凭你刚才的行为完全可以认定你私自放跑嫌疑犯的行为，,0
你知道这个[ch-1]干了什么吗？,3
再说，,14
我的女儿我自己会管，,0
我自己能养，,0
不劳烦[ch-0]家帮忙，,13
我们已不是[ch-0]家的人，,13
[ch-0]家的利益也和我们无关！,13
我被催债了快递小哥你能靠谱点么,4
冥妄，,1
本座赐你草薙剑，,9
去杀了那个敢自称龙帝的蝼蚁。,7
做人自觉点好吗，,4
别总是以为什么都是应该的！,7
我说过，,0
不管付出任何代价，,14
也要确保[ch-0]太子的生命安全，,15
整件事情难道还不够清楚吗。,4
[ch-1]，,1
不要执迷不悟，,5
老爷子养你的女儿，,0
是给[ch-0]面子！,0
就你那样，,0
给你妈妈留点面子吧，,5
太阳你先祖,1
[ch-3]啊，,1
这次请你来确实是有点事，,0
就是你们集团今天刚刚招进来的[ch-1]，,0
那个上门女婿的弟弟，,0
我想弄他！,0
哦，,0
我明白了，,11
原来你就是个窝里横。,0
快点把人放下来。,7
不用说了，,13
[ch-1]！,1
和我没关系？,3
此事你们可还有言语？,3
下班已经步行快到家楼下，,0
突然收到这个消息，,0
lz现在想砍人,0
这件事情由你们而起，,0
不给我一个合理的交代，,13
[ch-2]啊，,1
我看你也不用干了！,13
说，,0
他在哪！,3
本公主什么时候连这点权力都没有了？,4
肤浅。,0
告诉她，,7
爸把她接回来，,0
都是为了她好，,0
至于其他人，,14
我管不着，,13
如果她自己要是想不通，,14
那就一辈子关在这里，,15
不吃饭，,13
就不准出去！,13
团座！,1
快放开她，,7
我可以饶你一命！,0
我待会倒是要看看，,0
你还怎么牛逼？,4
动手，,7
我要见血！,7
吞吞吐吐的，,0
有何说不出口的？,4
对，,12
这个[ch-2]是在撒谎，,0
他在为自己的罪行找借口，,0
我猜他大哥现在已经死在医院了，,10
他就是想栽赃嫁祸给[ch-0]！,2
拜托看看现在多少度好嘛，,4
学校能不能用用脑子,4
哼，,0
不保护就不保护，,13
想要保护我的人多着呢！,0
本座可不会让自己的儿子，,13
叫别人爹。,0
从小到大，,0
我为了坐上集团的董事长，,0
我拼命地学习，,0
按照您的要求去做，,0
不管是出国留学，,14
还是家主联姻，,0
我都照办了，,0
可你呢！,2
你叫[ch-0]是吧！,3
这个名字我记住了，,0
得饶人处且饶人，,0
放了他，,7
我欠你一个人情，,0
以后还你！,8
这是什么意思啊？,3
还是要我嫁给一个傻子呗？,4
笨蛋，,1
我要是不这样说，,14
他心里能愧疚，,15
然后自己主动去吗？,3
等会我不仅要动你们手指头，,14
还要把刚才那一巴掌成百上千地还给你们。,15
[ch-0]，,1
立即向[ch-2]董事长道歉。,7
让开。,7
你还替他们说话？,4
既然这样，,14
那就别怪爷爷不客气了。,15
咳，,2
额额。,2
小矮子啊，,1
爷爷来教你做人。,9
咱们少爷没了前途，,0
那两个王八蛋也要付出惨痛的代价！,0
还不快走？,4
怎么就和我没关系了，,4
啊，,2
这条街上的人万一哪个买你的药出了事，,0
我们这些摆地摊的还不得被你连累到啊？,4
三分钟内，,0
我要这份文件公布出来，,0
要是做不到，,14
你就等着被撤资吧！,15
想清楚，,5
你自己在为谁做事？,3
所以，,14
请你们把[ch-0]还给我！,6
要不是你取代了我的直播间，,14
踩着我上位，,0
你能有今天？,4
[ch-2]啊，,1
今天晚上我把[ch-0]交给你了啊，,9
你要是不让她玩的痛痛快快的，,14
小心我揍你啊，,7
记住，,7
十点之前，,0
必须回来！,2
[ch-3]，,1
是不是你跟[ch-1]太太说了什么？,3
在背后乱嚼舌根你不觉得太没意思吗？,4
绝对不允许给我出现任何问题，,13
否则，,14
家法伺候。,15
姓[ch-0]的，,1
那天让你侥幸跑了，,0
今日我新账旧账一起算。,0
你去跟他说，,7
劳资现在没空,13
大姐，,1
又怎么了？,3
我这短裤七十买的，,0
刚穿两天就坏了，,0
你还想干什么？,3
传令，,7
所有人即刻出发，,7
十分钟内，,0
我要包围整个局子，,9
同时以我的名义向外界发布一条消息，,0
我[ch-0]家，,0
即刻解除与[ch-1]家的联姻。,0
[ch-1]，,1
我[ch-0]不需要你可怜，,13
没了你，,0
我也能一个人活得很好，,15
要我走你说一声，,5
我自己走！,9
我和二弟，,0
绝不可能和你们这些穷凶极恶的魂兽同流合污。,13
你们百骑司给朕省省心，,5
