text,label,pre_text
[c]是。,[11],是。
[c]是的[ch-1]，[c]就是她！,"[11, 2]",是的ch-1，就是她！
[c]我家里那边最近有打电话吗？,[3],我家里那边最近有打电话吗？
[c]是我那个时间点的月亮。,[0],是我那个时间点的月亮。
[c]你就是[ch-0]吧！,[2],你就是ch-0吧！
[c]假如我没猜错。,[14],假如我没猜错。
[c]爸。,[1],爸。
[c]是大能。,[0],是大能。
[c]听说他近期在筹备开一家娱乐公司，[c]他一个房地产商进军影视市场，[c]不用猜就知道是为了谁。,"[0, 0, 13]",听说他近期在筹备开一家娱乐公司，他一个房地产商进军影视市场，不用猜就知道是为了谁。
[c]他应该有联系过你吧？,[3],他应该有联系过你吧？
[c][ch-0]，[c]呆这干嘛，[c]进去吧，[c]我刚输了，[c]帮我赢两把回来。,"[1, 4, 7, 0, 7]",ch-0，呆这干嘛，进去吧，我刚输了，帮我赢两把回来。
[c]谢谢，[c]啊对了，[c]刚刚那走出去的是,"[0, 0, 0]",谢谢，啊对了，刚刚那走出去的是
[c]你没有听错，[c][ch-1]就是说要脱离奴籍！,"[13, 2]",你没有听错，ch-1就是说要脱离奴籍！
[c]在去[ch-0]家的那天，[c]你可有听到什么奇怪的话。,"[0, 4]",在去ch-0家的那天，你可有听到什么奇怪的话。
[c]哦对了，[c]你是叫[ch-2]吧！,"[2, 3]",哦对了，你是叫ch-2吧！
[c]麻烦你帮我招呼一下我这位朋友，[c]我马上回来。,"[7, 0]",麻烦你帮我招呼一下我这位朋友，我马上回来。
[c]你想把[ch-2]战死的消息告诉他的妻儿是吗？,[4],你想把ch-2战死的消息告诉他的妻儿是吗？
[c][ch-0]在医院还总说手机不见了。,[13],ch-0在医院还总说手机不见了。
[c]是。,[11],是。
[c]是的，[c]但是只参与一个。,"[11, 15]",是的，但是只参与一个。
[c]这茶水已经冷了，[c]帮我弄杯热的来！,"[0, 7]",这茶水已经冷了，帮我弄杯热的来！
[c]我奉劝你一句，[c]凡事最好讲道理，[c]并不是谁有钱谁就是大爷，[c]谁就是规矩，[c]另外，[c]在你对我动手之前，[c]我建议你先请示一下这里的管家，[c]你问问他。,"[0, 0, 13, 0, 14, 0, 5, 5]",我奉劝你一句，凡事最好讲道理，并不是谁有钱谁就是大爷，谁就是规矩，另外，在你对我动手之前，我建议你先请示一下这里的管家，你问问他。
[c]明白么！,[4],明白么！
[c]不需要。,[13],不需要。
[c]我当然不会让恶人逍遥法外，[c]只是要告诉你，[c]相比起惩戒，[c]最重要的是保护，[c]让世界变得更好。,"[13, 14, 14, 15, 15]",我当然不会让恶人逍遥法外，只是要告诉你，相比起惩戒，最重要的是保护，让世界变得更好。
[c]原[ch-0]家与君相公家订了亲事，[c]只是[ch-0]大爷一去，[c]君相公就反悔了，[c]刚刚两家退了亲，[c][ch-0]家虽然有钱，[c]可到底君相公势大，[c]他们家很怕君相公报复，[c]正想找个依靠呢，[c]在我看来,"[0, 14, 15, 0, 14, 15, 0, 2, 0]",原ch-0家与君相公家订了亲事，只是ch-0大爷一去，君相公就反悔了，刚刚两家退了亲，ch-0家虽然有钱，可到底君相公势大，他们家很怕君相公报复，正想找个依靠呢，在我看来
[c]阁主好好休息吧，[c]我就不打扰了。,"[5, 13]",阁主好好休息吧，我就不打扰了。
[c]至于九微我觉得惩罚是可以有的，[c]就让他在外面跪上半日，[c]好好反省反省，[c]阁主觉得如何？,"[14, 15, 9, 3]",至于九微我觉得惩罚是可以有的，就让他在外面跪上半日，好好反省反省，阁主觉得如何？
[c]第二十二个，[c]好家伙，[c]压轴啊！,"[0, 2, 2]",第二十二个，好家伙，压轴啊！
[c]干屎不是这么用的。,[13],干屎不是这么用的。
[c]看到你们的样子，[c]我就知道有问题。,"[0, 0]",看到你们的样子，我就知道有问题。
[c]你们到底是怎么从力特教手里逃出来的？,[3],你们到底是怎么从力特教手里逃出来的？
[c]没想到[ch-0]夫人这般贪心。,[13],没想到ch-0夫人这般贪心。
[c]大叔。,[1],大叔。
[c]九岁的时候吧！,[2],九岁的时候吧！
[c]我知道。,[0],我知道。
[c]奶奶奶奶，[c]慢一点啊！,"[1, 2]",奶奶奶奶，慢一点啊！
[c]我知道了，[c]这件事情呢我会给你一个交代！,"[0, 8]",我知道了，这件事情呢我会给你一个交代！
[c]你们等等！,[7],你们等等！
[c]再加点儿根进去。,[5],再加点儿根进去。
[c]噗！,[2],噗！
[c]不出去，[c]谁来喊也不出去。,"[13, 13]",不出去，谁来喊也不出去。
[c]要去贺兰山？,[3],要去贺兰山？
[c]我早就听说过贺兰山的大名，[c]可是从没有去过，[c]要不然咱们先准备准备，[c]明天在出发？,"[0, 13, 9, 3]",我早就听说过贺兰山的大名，可是从没有去过，要不然咱们先准备准备，明天在出发？
[c]爸爸，[c]妈妈，[c]您们好。,"[1, 1, 0]",爸爸，妈妈，您们好。
[c]换一个婢女。,[7],换一个婢女。
[c]好的[ch-1]先生，[c]听您的吩咐，[c]是想要他们一条腿，[c]还是什么呀？,"[12, 0, 0, 3]",好的ch-1先生，听您的吩咐，是想要他们一条腿，还是什么呀？
[c]别怪二叔我没提醒你啊，[c]如果老爷子知道因为若若打人，[c]丢失了[ch-0]这样的大客户，[c]你觉得他老人家会怎么做呀？,"[7, 14, 15, 4]",别怪二叔我没提醒你啊，如果老爷子知道因为若若打人，丢失了ch-0这样的大客户，你觉得他老人家会怎么做呀？
[c]我父皇之诚意，[c]绝对没有丝毫其他想法。,"[0, 13]",我父皇之诚意，绝对没有丝毫其他想法。
[c]殿下若是愿意，[c]可派人进城去见我父皇详谈，[c]我可留在此处为质。,"[1, 15, 0]",殿下若是愿意，可派人进城去见我父皇详谈，我可留在此处为质。
[c]待得事情谈妥，[c]再回城里去。,"[14, 7]",待得事情谈妥，再回城里去。
[c]我不认识。,[13],我不认识。
[c]要去军营训练？,[3],要去军营训练？
[c]我马上给你把行程排开！,[8],我马上给你把行程排开！
[c]这不重要，[c]重要的是把你带在身边，[c]我贼有安全感，[c]安全感你懂吗？,"[13, 0, 0, 3]",这不重要，重要的是把你带在身边，我贼有安全感，安全感你懂吗？
[c]能让一个女生产生安全感，[c]这绝对是对于一个男生最高的荣誉。,"[0, 0]",能让一个女生产生安全感，这绝对是对于一个男生最高的荣誉。
[c]喂。,[1],喂。
[c]哎，[c]好嘞！,"[1, 12]",哎，好嘞！
[c]冷静，[c]少喝点。,"[7, 7]",冷静，少喝点。
[c]我来守着就可以了，[c]你也去吃点吧。,"[9, 9]",我来守着就可以了，你也去吃点吧。
[c][ch-1]？,[3],ch-1？
[c]你知道这些才多少钱吗？,[3],你知道这些才多少钱吗？
[c]支持这个[ch-3]倒是不难，[c]只不过我担心万一[ch-3]夺位失败，[c]最后波斯还是被那个[ch-2]掌权，[c]恐怕这个[ch-2]会对咱们[ch-1]心怀不满，[c]从而影响到现在两国的关系。,"[13, 14, 15, 10, 15]",支持这个ch-3倒是不难，只不过我担心万一ch-3夺位失败，最后波斯还是被那个ch-2掌权，恐怕这个ch-2会对咱们ch-1心怀不满，从而影响到现在两国的关系。
[c]你是怎么做出这种判断的呢？,[4],你是怎么做出这种判断的呢？
[c]她妹妹和我妹妹是朋友，[c]放假的时候经常跑到我家来玩。,"[0, 0]",她妹妹和我妹妹是朋友，放假的时候经常跑到我家来玩。
[c]行。,[12],行。
[c]真正的大小姐，[c]就应该是这个样子，[c]又萌又凶。,"[0, 15, 0]",真正的大小姐，就应该是这个样子，又萌又凶。
[c]你别忘了，[c]这几年你在狼牙的档案都会被封为绝密，[c]除了安保集团，[c]你无处可去啊。,"[7, 0, 0, 13]",你别忘了，这几年你在狼牙的档案都会被封为绝密，除了安保集团，你无处可去啊。
[c]我没有生你的气,[13],我没有生你的气
[c]这倒是没说，[c]不过明城中学和实验中学的第一名已经确定了，[c]两个人成绩还一样，[c]是其他学校的黑马？,"[13, 14, 0, 3]",这倒是没说，不过明城中学和实验中学的第一名已经确定了，两个人成绩还一样，是其他学校的黑马？
[c]你似乎改了名字？,[3],你似乎改了名字？
[c]我有钱，[c]所以娘，[c]你答应让大头他们跟着我去京城了是吗？,"[0, 14, 3]",我有钱，所以娘，你答应让大头他们跟着我去京城了是吗？
[c]来要钱是吧，[c]你们运气真不错，[c]我二哥不在家。,"[10, 0, 0]",来要钱是吧，你们运气真不错，我二哥不在家。
[c]火箭队的这一套进攻战术很新颖，[c]但是他们四连胜的对手里面，[c]有三支实力都不高，[c]唯一的一支掘金队，[c]还输在措手不及，[c]热火队虽然开局不佳，[c]但毕竟上赛季夺冠阵容没变，[c]加上火箭队的战术慢慢被摸透，[c]所以我更看好热火队。,"[14, 15, 13, 0, 0, 13, 15, 14, 15]",火箭队的这一套进攻战术很新颖，但是他们四连胜的对手里面，有三支实力都不高，唯一的一支掘金队，还输在措手不及，热火队虽然开局不佳，但毕竟上赛季夺冠阵容没变，加上火箭队的战术慢慢被摸透，所以我更看好热火队。
[c]好，[c]加入！,"[12, 2]",好，加入！
[c]我们两个一起加入，[c]怎么样？,"[9, 3]",我们两个一起加入，怎么样？
[c]这绝对不是你的错觉！,[13],这绝对不是你的错觉！
[c]不，[c]不，[c]我站着酒可以了，[c]我先自我介绍一下，[c]我是本地枪手组织的首领[ch-0]，[c]这次是亲自向[ch-1]先生负荆请罪（汉语）的！,"[13, 13, 0, 0, 0, 2]",不，不，我站着酒可以了，我先自我介绍一下，我是本地枪手组织的首领ch-0，这次是亲自向ch-1先生负荆请罪（汉语）的！
[c]摄政王莫恼，[c]朕朕也不知这是怎么一回事，[c]朕朕不会逃避责任，[c]朕会给摄政王，[c]给公主一个交待,"[5, 13, 13, 8, 8]",摄政王莫恼，朕朕也不知这是怎么一回事，朕朕不会逃避责任，朕会给摄政王，给公主一个交待
[c]好说，,[0],好说，
[c]这样，[c]我们赌一次怎么样？,"[0, 3]",这样，我们赌一次怎么样？
[c]没什么。,[13],没什么。
[c]可惜，[c]黄花菜都凉了。,"[14, 0]",可惜，黄花菜都凉了。
[c]哈哈，[c][ch-0]，[c]你自甘堕落，[c]投效于[ch-1]，[c]却来看看他们护着你吗？,"[0, 1, 0, 0, 4]",哈哈，ch-0，你自甘堕落，投效于ch-1，却来看看他们护着你吗？
[c]我自己逛逛就行。,[9],我自己逛逛就行。
[c][ch-0]，[c]原来你对我还是很情深意重的，[c]要不然也不会对我这么熟悉,"[1, 0, 13]",ch-0，原来你对我还是很情深意重的，要不然也不会对我这么熟悉
[c]上次许你们的股份，[c]我和干娘商量过了。,"[0, 0]",上次许你们的股份，我和干娘商量过了。
[c]大叔。,[1],大叔。
[c][ch-2]姑娘不必多礼，[c]快请坐吧。,"[5, 5]",ch-2姑娘不必多礼，快请坐吧。
[c]昨天的车祸真相如何？,[3],昨天的车祸真相如何？
[c]论家世，[c][ch-1]家与我们[ch-0]家不相上下，[c]还能互相补足！,"[0, 0, 2]",论家世，ch-1家与我们ch-0家不相上下，还能互相补足！
[c]老婆，[c]你不生气？,"[1, 3]",老婆，你不生气？
[c]虽然我希望火箭队能赢，[c]但是我想赛季第一次交锋，[c][ch-0]会取胜。,"[14, 15, 10]",虽然我希望火箭队能赢，但是我想赛季第一次交锋，ch-0会取胜。
[c]我身边真的没有什么合适的。,[13],我身边真的没有什么合适的。
[c]你这孩子说什么呢，[c]什么冲突？,"[4, 4]",你这孩子说什么呢，什么冲突？
[c]我去登门道谢啊！,[2],我去登门道谢啊！
[c]大叔啊，[c]你是不是不喜欢看电影啊，[c]没事的，[c]要不我们明天去美食街吧！,"[1, 3, 0, 9]",大叔啊，你是不是不喜欢看电影啊，没事的，要不我们明天去美食街吧！
[c]南临市内，[c]拥有灵力的人不少吧，[c]为什么你们三十六局人数并不多呢？,"[0, 10, 3]",南临市内，拥有灵力的人不少吧，为什么你们三十六局人数并不多呢？
[c]是没有邀请他们加入，[c]还是他们拒绝了？,"[3, 3]",是没有邀请他们加入，还是他们拒绝了？
[c]有件事情交给你去办。,[7],有件事情交给你去办。
[c]我并不是真的要离开石村，[c]而只是去完成[ch-0]交代下的一次磨砺，[c]想出去转一圈，[c]很快还会回来的。,"[13, 15, 0, 0]",我并不是真的要离开石村，而只是去完成ch-0交代下的一次磨砺，想出去转一圈，很快还会回来的。
[c]你自己看。,[7],你自己看。
[c]到了就知道了。,[0],到了就知道了。
[c]话说[ch-0]到底是谁，[c]怎么我光是耳熟，[c]但就是想不出来？,"[3, 4, 3]",话说ch-0到底是谁，怎么我光是耳熟，但就是想不出来？
[c]他连男性朋友都没，[c]性取向应该是女吧，[c]也没有问题。,"[0, 10, 13]",他连男性朋友都没，性取向应该是女吧，也没有问题。
[c][ch-1]先生真贴心。,[2],ch-1先生真贴心。
[c]不过，[c]您放心，[c]就算您不叮嘱，[c][ch-0]小姐的照片我也一样会好好处理。,"[14, 8, 14, 8]",不过，您放心，就算您不叮嘱，ch-0小姐的照片我也一样会好好处理。
[c][ch-1]先生还有事吗？,[3],ch-1先生还有事吗？
[c]如果没有其他事，[c]我先走了。,"[14, 9]",如果没有其他事，我先走了。
[c]少爷，[c]我和你一起去,"[1, 9]",少爷，我和你一起去
[c]你好你好！,[1],你好你好！
[c]是啊，[c]正所谓，[c]站得高，[c]看得远，[c]只要站得够高，[c]地上的人便变成了蚂蚁般大小，[c]而老师飞到了天上，[c]自然就能把整个大地看在眼里，[c]而此时的大地就变成了一颗球状，[c]所以臣称它为地球。,"[12, 14, 0, 0, 14, 15, 14, 15, 14, 15]",是啊，正所谓，站得高，看得远，只要站得够高，地上的人便变成了蚂蚁般大小，而老师飞到了天上，自然就能把整个大地看在眼里，而此时的大地就变成了一颗球状，所以臣称它为地球。
[c]实在没有精力跟[ch-0]谈，[c]咱们还是改日再说吧。,"[13, 9]",实在没有精力跟ch-0谈，咱们还是改日再说吧。
[c]再喝一口汤，[c]看可好些？,"[5, 3]",再喝一口汤，看可好些？
[c]就是昨晚说的常温超导材料的事情，[c]我请示了领导，[c]决定明天上午派几位专家到你们公司考察一下，[c]确定材料的性能。,"[0, 0, 0, 0]",就是昨晚说的常温超导材料的事情，我请示了领导，决定明天上午派几位专家到你们公司考察一下，确定材料的性能。
[c]然后再说其他的。,[9],然后再说其他的。
[c]这。,[0],这。
[c]以前在学校认识她的时候，[c]她也不是这样。,"[0, 13]",以前在学校认识她的时候，她也不是这样。
[c]听说后来家里出了些变故，[c]整个人就变得不一样了。,"[0, 0]",听说后来家里出了些变故，整个人就变得不一样了。
[c]我问她你去哪了，[c]她说大晚上离开了，[c]我还以为是她在骗我。,"[0, 0, 0]",我问她你去哪了，她说大晚上离开了，我还以为是她在骗我。
[c][ch-1]老师单身还是？,[3],ch-1老师单身还是？
[c]好，[c]你带陛下走，[c]但是我必须跟着，[c]你放心，[c]我不会带很多人，[c]等到了安全的地方，[c]你把陛下还给我，[c]我让你走！,"[12, 7, 15, 8, 13, 0, 7, 9]",好，你带陛下走，但是我必须跟着，你放心，我不会带很多人，等到了安全的地方，你把陛下还给我，我让你走！
[c]除此之外都免谈，[c]若是陛下有个好歹，[c]大不了我[ch-0]以死谢罪！,"[13, 14, 15]",除此之外都免谈，若是陛下有个好歹，大不了我ch-0以死谢罪！
[c]没事，[c]现在还给你们，[c]手机就在袋子里。,"[0, 0, 0]",没事，现在还给你们，手机就在袋子里。
[c]不了，[c]我对这些比赛没什么兴趣。,"[13, 13]",不了，我对这些比赛没什么兴趣。
[c]你又不是不知道，[c]我就一正团级干部，[c]哪能影响到地方啊。,"[13, 0, 4]",你又不是不知道，我就一正团级干部，哪能影响到地方啊。
[c]你先给我说说到底是啥配方，[c]我给领导汇报一下，[c]只要上面领导拍板，[c]要进去一个人还不容易？,"[7, 9, 14, 4]",你先给我说说到底是啥配方，我给领导汇报一下，只要上面领导拍板，要进去一个人还不容易？
[c]那件事情上[ch-1]本就脱不了干系。,[13],那件事情上ch-1本就脱不了干系。
[c]不对啊，[c]今早[ch-0]医生给我们安排了103病床。,"[13, 0]",不对啊，今早ch-0医生给我们安排了103病床。
[c]我不需要车，[c]谢谢。,"[13, 0]",我不需要车，谢谢。
[c]上次我们一起过来的山洞，[c]你还记得吧，[c]把衣服带上，[c]再带一些面包和水，[c]过来这里。,"[0, 3, 7, 7, 7]",上次我们一起过来的山洞，你还记得吧，把衣服带上，再带一些面包和水，过来这里。
[c]是，[c][ch-2]先生。,"[11, 1]",是，ch-2先生。
[c]家主！,[1],家主！
[c]如果只你我一人有所觉，[c]还能说是错觉。,"[14, 15]",如果只你我一人有所觉，还能说是错觉。
[c]可现在，[c]你我都感觉到了,"[14, 0]",可现在，你我都感觉到了
[c]他有自己的事情要做，[c]总要给他一点时间适应新的身份，[c]啊，[c]对了，[c]在他回京之前，[c]不要让[ch-2]的身份外泄，[c]不要让人知道，[c]他是[ch-0]家的[ch-1]太子！,"[0, 9, 2, 0, 0, 13, 13, 2]",他有自己的事情要做，总要给他一点时间适应新的身份，啊，对了，在他回京之前，不要让ch-2的身份外泄，不要让人知道，他是ch-0家的ch-1太子！
[c]她不知道我是男性，[c]你记得不要告诉她。,"[13, 13]",她不知道我是男性，你记得不要告诉她。
[c]这还是主人考虑得周到全面。,[0],这还是主人考虑得周到全面。
[c][ch-0]先生，[c]你听明白了吗？,"[1, 3]",ch-0先生，你听明白了吗？
[c]好，[c]我答应你，[c]在你回来之前，[c]整个江城市，[c]没有人能动你大哥一根汗毛。,"[12, 8, 0, 0, 13]",好，我答应你，在你回来之前，整个江城市，没有人能动你大哥一根汗毛。
[c]魔焰滔天，[c]道消魔长，[c]既然他来了，[c]我们就离去，[c]潮涨潮落、云起云落，[c]此乃自然之道。,"[0, 0, 14, 15, 0, 0]",魔焰滔天，道消魔长，既然他来了，我们就离去，潮涨潮落、云起云落，此乃自然之道。
[c]大哥。,[1],大哥。
[c]我卖我的药，[c]是我的事，[c]和你没什么关系吧！,"[0, 0, 13]",我卖我的药，是我的事，和你没什么关系吧！
[c]我从不在意军衔这些虚名，[c]只是你父母要我在部队做出一番成绩才能准允我们正式举办婚礼，[c]这次我若回去受到处罚，[c]恐怕还要让你再等上几年,"[13, 14, 14, 10]",我从不在意军衔这些虚名，只是你父母要我在部队做出一番成绩才能准允我们正式举办婚礼，这次我若回去受到处罚，恐怕还要让你再等上几年
[c]我知道。,[0],我知道。
[c]你就是[ch-0]吧！,[2],你就是ch-0吧！
[c]在他的带领下人们开始向这些感染者发动反击，[c]这些变异的感染者节节败退，[c]被一举赶到了极北之地，[c]他又带领大家在极北之地和冷山高原之间建起了冰雪长城，[c]将那些感染者阻挡在外。,"[0, 0, 0, 0, 0]",在他的带领下人们开始向这些感染者发动反击，这些变异的感染者节节败退，被一举赶到了极北之地，他又带领大家在极北之地和冷山高原之间建起了冰雪长城，将那些感染者阻挡在外。
[c]就在大家准备享受和平之际，[c]这位超能者突然神智错乱，[c]他也受到了感染，[c]他对昔日,"[0, 0, 0, 0]",就在大家准备享受和平之际，这位超能者突然神智错乱，他也受到了感染，他对昔日
[c]开始！,[2],开始！
[c]加成有什么用？,[3],加成有什么用？
[c]诶。,[2],诶。
[c]好的[ch-0]先生，[c]您慢走啊。,"[1, 5]",好的ch-0先生，您慢走啊。
[c]先生说了，[c]他已经没什么东西可教我了，[c]剩下的就要靠我自己去积累经验，[c]以及我在造船方面的悟性了，[c]而且今天比平时凉快了一些，[c]所以我就和[ch-1]姐姐一起出来转一转！,"[0, 0, 0, 0, 14, 15]",先生说了，他已经没什么东西可教我了，剩下的就要靠我自己去积累经验，以及我在造船方面的悟性了，而且今天比平时凉快了一些，所以我就和ch-1姐姐一起出来转一转！
[c]梦见什么梦见？,[3],梦见什么梦见？
[c]我[ch-0]活到现在，[c]还从来没有给人下跪过。,"[0, 13]",我ch-0活到现在，还从来没有给人下跪过。
[c]听不懂人话啊，[c]去泡一杯茶，[c]人家大老远来这一趟，[c]难不成茶水都不给喝一口啊？,"[0, 7, 0, 4]",听不懂人话啊，去泡一杯茶，人家大老远来这一趟，难不成茶水都不给喝一口啊？
[c][ch-0]哥，[c]别愣着了，[c]赶紧动手啊，[c]这种小偷让他开口都是给酒吧制造噪音。,"[1, 7, 7, 0]",ch-0哥，别愣着了，赶紧动手啊，这种小偷让他开口都是给酒吧制造噪音。
[c]怎么，[c][ch-0]老师还想给她求情吗？,"[3, 3]",怎么，ch-0老师还想给她求情吗？
[c]早些睡，[c]不多休息的话有你小子好受的！,"[5, 7]",早些睡，不多休息的话有你小子好受的！
[c]我们不需要，[c]请走开,"[13, 7]",我们不需要，请走开
[c]将不会有任何势力能够选择独善其身！,[13],将不会有任何势力能够选择独善其身！
[c]要么被毁灭！,[2],要么被毁灭！
[c]要么被收编！,[2],要么被收编！
[c]大楚国是怎么来的？,[3],大楚国是怎么来的？
[c]就是被他们逼的！,[2],就是被他们逼的！
[c]否则的话，[c]我楚家山庄远离俗世，[c]那里景色优美灵气充足，[c]何必要趟进这趟浑水？,"[14, 0, 0, 4]",否则的话，我楚家山庄远离俗世，那里景色优美灵气充足，何必要趟进这趟浑水？
[c]耳旁风是不是？,[3],耳旁风是不是？
[c]如果还有下次，[c]你自己引咎辞职吧！,"[14, 5]",如果还有下次，你自己引咎辞职吧！
[c]记住，[c]他是我们华美集团的贵客。,"[7, 0]",记住，他是我们华美集团的贵客。
[c]怎的说出这种丧气话？,[4],怎的说出这种丧气话？
[c]我的确是个普通人，[c]但不代表普通人就该受到不公平的待遇！,"[0, 13]",我的确是个普通人，但不代表普通人就该受到不公平的待遇！
[c]他身上有重大嫌疑您不知道吗！,[4],他身上有重大嫌疑您不知道吗！
[c]少装蒜。,[7],少装蒜。
[c]看来要打一顿才能想起来啊！,[2],看来要打一顿才能想起来啊！
[c]转回正题，[c]你是铁了心要娶她？,"[7, 3]",转回正题，你是铁了心要娶她？
[c]可不就号丧呢，[c]我一个寡妇，[c]男人死了没一个月家都没偷光了，[c]你说是不是欺负我们周家没人了？,"[14, 0, 0, 3]",可不就号丧呢，我一个寡妇，男人死了没一个月家都没偷光了，你说是不是欺负我们周家没人了？
[c]赶紧让[ch-2]去喊警察来！,[7],赶紧让ch-2去喊警察来！
[c]我来领教一下阁下的功夫，[c]口出狂言，[c]是要付出代价的！,"[9, 0, 2]",我来领教一下阁下的功夫，口出狂言，是要付出代价的！
[c]撤！,[7],撤！
[c]你最好给我想办法拒绝了。,[7],你最好给我想办法拒绝了。
[c]放开。,[7],放开。
[c]你们信两个黄口小儿带来的东西？,[4],你们信两个黄口小儿带来的东西？
[c]别以为有[ch-2]帮着你，[c]你就可以无法无天了，[c]我就不信我和[ch-0]加起来，[c]还没办法把你弄死。,"[14, 15, 13, 13]",别以为有ch-2帮着你，你就可以无法无天了，我就不信我和ch-0加起来，还没办法把你弄死。
[c]你的实力还不足以独战一位魔帝，[c]莫要太过逞强，[c]知道你这一次是过来代替那位道子出战求死的，[c]但好歹让自己死的更有价值一些,"[0, 5, 0, 15]",你的实力还不足以独战一位魔帝，莫要太过逞强，知道你这一次是过来代替那位道子出战求死的，但好歹让自己死的更有价值一些
[c]用不着！,[13],用不着！
[c]你们希望[ch-1]愉悦的退学继续浪荡，[c]还是想让她上门给你们道歉，[c]并且以后在学园夹着尾巴做人？,"[3, 3, 3]",你们希望ch-1愉悦的退学继续浪荡，还是想让她上门给你们道歉，并且以后在学园夹着尾巴做人？
[c]道歉？,[3],道歉？
[c]你要护着的这名服务员，[c]给我们送毒酒，[c]我要个说法，[c]有问题吗？,"[0, 0, 9, 3]",你要护着的这名服务员，给我们送毒酒，我要个说法，有问题吗？
[c]我今天会让那两个女人向嫂子跪下道歉！,[8],我今天会让那两个女人向嫂子跪下道歉！
[c]我父母呢，[c]为什么是这个女人在这，[c]把她赶走，[c]我不想看到她。,"[0, 4, 7, 13]",我父母呢，为什么是这个女人在这，把她赶走，我不想看到她。
[c]大叔叔，[c]这是女孩子的房间，[c]妈妈说男人不能随便进女孩子的房间，[c]要先敲门才行？,"[1, 0, 0, 5]",大叔叔，这是女孩子的房间，妈妈说男人不能随便进女孩子的房间，要先敲门才行？
[c]老爷子，[c]大嫂叫你一声爷爷，[c]那是把你当作亲人，[c]血缘关系可不是嘴上说断就能断的，[c]好歹这些年大嫂也帮[ch-1]家挣了不少利益吧！,"[1, 0, 0, 13, 2]",老爷子，大嫂叫你一声爷爷，那是把你当作亲人，血缘关系可不是嘴上说断就能断的，好歹这些年大嫂也帮ch-1家挣了不少利益吧！
[c]明明到明年2月才到期，[c]为什么现在就提醒我宽带欠费了。,"[0, 4]",明明到明年2月才到期，为什么现在就提醒我宽带欠费了。
[c]能否给个解释。,[3],能否给个解释。
[c]带下去，[c]打五十大板,"[7, 7]",带下去，打五十大板
[c]你以为这世界上不公平的只有你一个人啊？,[4],你以为这世界上不公平的只有你一个人啊？
[c]哼，[c]西伯侯乃是真正的大贤，[c]未来的文道圣人，[c]堪比道君的存在，[c]岂是你这个亡国之君可以污蔑的！,"[2, 0, 0, 0, 4]",哼，西伯侯乃是真正的大贤，未来的文道圣人，堪比道君的存在，岂是你这个亡国之君可以污蔑的！
[c]你故意来的吧？,[3],你故意来的吧？
[c]什么公平的待遇啊？,[3],什么公平的待遇啊？
[c]勾结的是宁城罪恶集团头号逃犯[ch-0]！,[2],勾结的是宁城罪恶集团头号逃犯ch-0！
[c]祸从口出你不知道啊！,[2],祸从口出你不知道啊！
[c]看来你是不打算选择我给你的第一条路了。,[2],看来你是不打算选择我给你的第一条路了。
[c]脑子呢。,[0],脑子呢。
[c]另外，[c]把这条视频给我好好存储起来，[c][ch-1]想毁灭证据，[c]休想，[c]给拳武协会的[ch-0]打个电话，[c]给我好好问问他，[c]做人可别忘本。,"[14, 7, 0, 13, 7, 7, 7]",另外，把这条视频给我好好存储起来，ch-1想毁灭证据，休想，给拳武协会的ch-0打个电话，给我好好问问他，做人可别忘本。
[c]不合适你还穿这件？,[3],不合适你还穿这件？
[c]行了！,[2],行了！
[c]谁抓住这小子，[c]赏银五百两。,"[0, 8]",谁抓住这小子，赏银五百两。
[c]弟弟我一定为你讨回公道！,[8],弟弟我一定为你讨回公道！
[c][ch-0]的确和我没认识几天，[c]但公道自在人心，[c]喜欢一个人，[c]难道就要受到不公平的待遇吗，[c]被当作废狗一样的殴打吗？,"[14, 15, 0, 4, 4]",ch-0的确和我没认识几天，但公道自在人心，喜欢一个人，难道就要受到不公平的待遇吗，被当作废狗一样的殴打吗？
[c]你身为大哥，[c]难道忘记了我三天前跟你说的话了啊？,"[0, 4]",你身为大哥，难道忘记了我三天前跟你说的话了啊？
[c]你给我小声点儿，[c]这话要是让别人听见，[c]小心让你吃不了兜着走。,"[7, 14, 15]",你给我小声点儿，这话要是让别人听见，小心让你吃不了兜着走。
[c]我是谁不重要，[c]重要的是你和你的朋友惹怒了我[ch-0]家族最尊贵的朋友，[c]我宣布，[c]今夜你们将无法站着离开这里。,"[13, 0, 0, 0]",我是谁不重要，重要的是你和你的朋友惹怒了我ch-0家族最尊贵的朋友，我宣布，今夜你们将无法站着离开这里。
[c]另外[ch-0]，[c]凭你刚才的行为完全可以认定你私自放跑嫌疑犯的行为，[c]你知道这个[ch-1]干了什么吗？,"[14, 0, 3]",另外ch-0，凭你刚才的行为完全可以认定你私自放跑嫌疑犯的行为，你知道这个ch-1干了什么吗？
[c]再说，[c]我的女儿我自己会管，[c]我自己能养，[c]不劳烦[ch-0]家帮忙，[c]我们已不是[ch-0]家的人，[c][ch-0]家的利益也和我们无关！,"[14, 0, 0, 13, 13, 13]",再说，我的女儿我自己会管，我自己能养，不劳烦ch-0家帮忙，我们已不是ch-0家的人，ch-0家的利益也和我们无关！
[c]我被催债了快递小哥你能靠谱点么,[4],我被催债了快递小哥你能靠谱点么
